Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
431623,426334,2,2016-02-27,02:06:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,45
425057,433281,2,2016-02-27,00:11:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Serious,Male,25
431623,426334,2,2016-02-27,02:06:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,43
431623,426334,2,2016-02-27,02:06:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,42
427743,425799,2,2016-02-27,19:40:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,25
427743,425799,2,2016-02-27,19:40:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,42
427743,425799,2,2016-02-27,19:40:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,65
427743,425799,2,2016-02-27,19:40:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,68
429584,435583,1,2016-02-27,19:15:00,Unclassified,Dry,Darkness: No street lighting,Fine without high winds,Motorcycle,Driver,Serious,Male,16
431623,426334,2,2016-02-27,02:06:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,24
431623,426334,2,2016-02-27,02:06:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,41
424683,438564,2,2016-02-27,20:17:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,20
430998,430603,2,2016-02-28,18:10:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Serious,Male,57
437977,429964,2,2016-02-28,10:37:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,40
433838,434449,2,2016-02-28,15:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,38
424767,435352,3,2016-02-28,14:32:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,50
430998,430603,2,2016-02-28,18:10:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,58
430998,430603,2,2016-02-28,18:10:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,14
430429,430997,2,2016-02-28,19:45:00,Motorway,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,27
430429,430997,2,2016-02-28,19:45:00,Motorway,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,5
439308,426154,2,2016-02-28,23:48:00,B,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,17
426139,437275,2,2016-02-28,17:30:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Bus,Driver,Slight,Male,47
430998,430603,2,2016-02-28,18:10:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,11
421952,436533,2,2016-02-29,20:59:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Female,49
421952,436533,2,2016-02-29,20:59:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,25
428027,426413,3,2016-02-29,08:25:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,53
430436,430787,2,2016-02-29,16:30:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,31
424772,435869,2,2016-02-29,14:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,16
427933,426301,2,2016-02-29,13:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,48
424776,434078,2,2016-02-29,19:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,40
428943,433430,2,2016-03-01,16:15:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Slight,Female,39
428943,433430,2,2016-03-01,16:15:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,39
433130,436116,2,2016-03-01,15:55:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Slight,Male,8
433130,436116,2,2016-03-01,15:55:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Female,30
440619,446100,1,2016-03-01,15:43:00,A(M),Wet/Damp,Darkness: No street lighting,Raining without high winds,Car,Driver,Slight,Female,47
427651,433421,1,2016-03-01,12:52:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Female,18
429147,431999,2,2016-03-01,11:54:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Motorcycle,Driver,Slight,Male,53
435325,433760,≥4,2016-03-01,11:50:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Male,28
435325,433760,≥4,2016-03-01,11:50:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Female,21
435325,433760,≥4,2016-03-01,11:50:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,35
431884,435070,1,2016-03-01,16:50:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,42
429109,433552,2,2016-03-02,16:20:00,A,Dry,Daylight: Street lights present,Unknown,Car,Driver,Slight,Female,32
426013,433936,1,2016-03-02,12:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,86
422305,443629,2,2016-03-02,09:20:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,24
420428,440372,3,2016-03-02,15:07:00,A,Dry,Daylight: Street lights present,Unknown,Car,Driver,Slight,Male,42
420428,440372,3,2016-03-02,15:07:00,A,Dry,Daylight: Street lights present,Unknown,Car,Passenger,Serious,Female,83
420428,440372,3,2016-03-02,15:07:00,A,Dry,Daylight: Street lights present,Unknown,Car,Driver,Slight,Female,80
431583,429064,2,2016-03-02,08:45:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,30
439049,426668,1,2016-03-02,13:21:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,24
432844,434994,2,2016-03-02,15:13:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Male,77
419911,445189,1,2016-03-02,11:45:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,86
429466,427604,2,2016-03-02,13:06:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,48
429373,433781,3,2016-03-02,13:19:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,47
429466,427604,2,2016-03-02,13:06:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,28
431027,430577,3,2016-03-02,17:47:00,Motorway,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,41
424691,434962,1,2016-03-03,07:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,11
433053,433994,2,2016-03-03,21:00:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Bus,Passenger,Slight,Female,60
425730,442965,3,2016-03-03,22:24:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,21
431658,440509,2,2016-03-03,14:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,21
432030,428493,3,2016-03-04,11:54:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,53
433218,436344,1,2016-03-04,16:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,24
429206,434164,2,2016-03-05,08:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,23
430678,432563,3,2016-03-05,08:49:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Serious,Male,26
427938,435723,2,2016-03-05,08:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,34
432780,439332,2,2016-03-05,08:23:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Female,59
428519,430746,1,2016-03-05,17:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,11
430606,434564,2,2016-03-05,23:20:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,24
430358,433916,2,2016-03-05,18:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,43
415910,442022,2,2016-03-05,17:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,28
427273,433085,1,2016-03-05,15:44:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,38
432780,439332,2,2016-03-05,08:23:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,52
430062,433712,2,2016-03-06,05:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Female,21
428311,435077,2,2016-03-06,20:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,24
429386,435421,2,2016-03-06,19:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,21
430072,433369,1,2016-03-06,12:20:00,Unclassified,Dry,Daylight: Street lights present,Unknown,Bus,Passenger,Slight,Male,4
431470,435116,1,2016-03-06,18:47:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,75
435544,438371,2,2016-03-07,17:12:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,64
425708,435406,2,2016-03-07,14:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Serious,Male,32
429980,430876,2,2016-03-07,18:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Other,Driver,Slight,Male,37
421928,441435,2,2016-03-07,17:40:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,45
432942,440210,2,2016-03-07,14:25:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,16
427891,436195,2,2016-03-07,11:53:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,29
435544,438371,2,2016-03-07,17:12:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,76
427957,433622,2,2016-03-08,15:59:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,53
427485,434593,2,2016-03-08,13:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,29
435875,426021,2,2016-03-08,08:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,54
431692,441552,1,2016-03-08,07:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,27
428872,432496,2,2016-03-08,06:55:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,47
420750,445646,1,2016-03-08,16:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Pedestrian,Slight,Male,36
431229,434786,2,2016-03-09,14:25:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Male,4
422424,432775,3,2016-03-09,13:05:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Serious,Male,64
431229,434786,2,2016-03-09,14:25:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,53
431229,434786,2,2016-03-09,14:25:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Female,38
431229,434786,2,2016-03-09,14:25:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Female,12
431229,434786,2,2016-03-09,14:25:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,25
431229,434786,2,2016-03-09,14:25:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Passenger,Slight,Male,41
431514,438536,2,2016-03-09,02:35:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,22
427519,435875,2,2016-03-09,15:30:00,B,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,27
428750,434077,2,2016-03-09,23:50:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,22
431535,426379,2,2016-03-10,07:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,8
437575,433215,2,2016-03-10,16:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,30
427600,436795,2,2016-03-10,19:11:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,36
424506,434441,2,2016-03-10,17:45:00,B,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,38
436137,427930,2,2016-03-10,05:00:00,A,Dry,Darkness: Street lighting unknown,Unknown,Car,Driver,Slight,Male,28
429862,433797,1,2016-03-10,15:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,21
425707,435410,2,2016-03-10,08:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,19
431535,426379,2,2016-03-10,07:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,28
427420,434987,2,2016-03-11,17:10:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle,Driver,Slight,Male,33
430458,431163,1,2016-03-11,15:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,13
430940,433494,2,2016-03-11,17:33:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Unknown,Car,Driver,Slight,Male,39
430940,433494,2,2016-03-11,17:33:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Unknown,Car,Passenger,Slight,Male,7
433423,437240,≥4,2016-03-11,15:29:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,8
430940,433494,2,2016-03-11,17:33:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Unknown,Car,Passenger,Slight,Male,22
433423,437240,≥4,2016-03-11,15:29:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,62
441055,432040,2,2016-03-11,09:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,81
431491,435123,1,2016-03-11,09:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Pedestrian,Slight,Male,24
428294,432863,2,2016-03-11,16:57:00,B,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,44
433423,437240,≥4,2016-03-11,15:29:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,6
433423,437240,≥4,2016-03-11,15:29:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,46
441055,432040,2,2016-03-11,09:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Serious,Female,77
431724,428501,1,2016-03-11,15:30:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Male,10
433423,437240,≥4,2016-03-11,15:29:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,26
430249,433229,1,2016-03-12,00:10:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Serious,Male,23
430714,434646,2,2016-03-12,15:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,42
430235,425114,2,2016-03-12,16:05:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,32
440628,448612,1,2016-03-12,23:21:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,25
